school_name,rank,professor_name,department,faculty_url,lab_url,source_type,notes
Brown University,52,Adriana Schulz,Brown University Department of Computer Science,https://www.computationaldesign.group/adriana,https://www.computationaldesign.group/adriana,lab_page,areas=vision; verified_by=lab_page+school_name_on_page
Brown University,52,Amy Greenwald,Brown University Department of Computer Science,http://cs.brown.edu/~amygreen,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Brown University,52,Eli Upfal,Brown University Department of Computer Science,https://cs.brown.edu/people/eli,,faculty_page,"areas=ai,bio,mlmining; verified_by=official_domain"
Brown University,52,Ellie Pavlick,Brown University Department of Computer Science,https://cs.brown.edu/people/epavlick/index.html,,faculty_page,"areas=mlmining,nlp; verified_by=official_domain"
Brown University,52,Gabriel Taubin,Brown University Department of Computer Science,http://mesh.brown.edu/taubin,,faculty_page,areas=vision; verified_by=official_domain
Brown University,52,George Dimitri Konidaris,Brown University Department of Computer Science,http://cs.brown.edu/people/gdk,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Brown University,52,Michael L. Littman,Brown University Department of Computer Science,http://cs.brown.edu/~mlittman,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Brown University,52,Nora Ayanian,Brown University Department of Computer Science,https://vivo.brown.edu/display/nayanian,,faculty_page,areas=ai; verified_by=official_domain
Brown University,52,Pedro F. Felzenszwalb,Brown University Department of Computer Science,http://cs.brown.edu/~pff,,faculty_page,"areas=mlmining,vision; verified_by=official_domain"
Brown University,52,Philip N. Klein,Brown University Department of Computer Science,http://cs.brown.edu/~pnk,,faculty_page,areas=vision; verified_by=official_domain
Brown University,52,Sherief Reda,Brown University Department of Computer Science,https://scale-lab.github.io/pages/sreda.html,https://scale-lab.github.io/pages/sreda.html,lab_page,"areas=bio,vision; verified_by=lab_page+school_name_on_page"
Brown University,52,Sorin Istrail,Brown University Department of Computer Science,http://www.brown.edu/Research/Istrail_Lab/sorin.php,,faculty_page,areas=bio; verified_by=official_domain
Brown University,52,Srinath Sridhar 0002,Brown University Department of Computer Science,https://cs.brown.edu/people/ssrinath,,faculty_page,"areas=mlmining,vision; verified_by=official_domain"
Brown University,52,Stefanie Tellex,Brown University Department of Computer Science,https://cs.brown.edu/people/stellex,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Brown University,52,Stephen H. Bach,Brown University Department of Computer Science,https://cs.brown.edu/people/sbach,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Brown University,52,Suresh Venkatasubramanian,Brown University Department of Computer Science,https://vivo.brown.edu/display/suresh,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
Brown University,52,Thomas Serre,Brown University Department of Computer Science,https://serre-lab.clps.brown.edu/person/thomas-serre,,faculty_page,"areas=mlmining,vision; verified_by=official_domain"
Brown University,52,Yu Cheng 0002,Brown University Department of Computer Science,http://cs.brown.edu/people/ycheng79,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Oregon State University,53,Alan Fern,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/~afern,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Oregon State University,53,Alan Wang,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/wang-alan,,faculty_page,areas=mlmining; verified_by=official_domain
Oregon State University,53,Amir Nayyeri,Electrical Engineering and Computer Science | College of Engineering,https://web.engr.oregonstate.edu/~nayyeria,,faculty_page,areas=mlmining; verified_by=official_domain
Oregon State University,53,Ben Lee,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~benl/Ben_Lee/Welcome.html,,faculty_page,areas=mlmining; verified_by=official_domain
Oregon State University,53,Cindy Grimm,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~grimmc,,faculty_page,areas=ai; verified_by=official_domain
Oregon State University,53,Eugene Zhang,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~zhange,,faculty_page,areas=vision; verified_by=official_domain
Oregon State University,53,Fuxin Li,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/li-fuxin,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Oregon State University,53,Glencora Borradaile,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/borradaile-glencora,,faculty_page,areas=mlmining; verified_by=official_domain
Oregon State University,53,Julie A. Adams,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/adams-julie,,faculty_page,areas=ai; verified_by=official_domain
Oregon State University,53,Liang Huang 0001,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/~huanlian,,faculty_page,"areas=bio,mlmining,nlp; verified_by=official_domain"
Oregon State University,53,Lizhong Chen,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~chenliz,,faculty_page,"areas=mlmining,nlp; verified_by=official_domain"
Oregon State University,53,Margaret M. Burnett,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/~burnett,,faculty_page,areas=ai; verified_by=official_domain
Oregon State University,53,Prasad Tadepalli,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/~tadepall,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Oregon State University,53,Rakesh Bobba,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/bobba-rakesh,,faculty_page,areas=mlmining; verified_by=official_domain
Oregon State University,53,Raviv Raich,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~raich,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Oregon State University,53,Rebecca A. Hutchinson,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~rah,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Oregon State University,53,Sinisa Todorovic,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~sinisa,,faculty_page,"areas=mlmining,vision; verified_by=official_domain"
Oregon State University,53,Stefan Lee,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~leestef,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
Oregon State University,53,Weng-Keen Wong,Electrical Engineering and Computer Science | College of Engineering,http://eecs.oregonstate.edu/people/wong-weng-keen,,faculty_page,"areas=ai,bio,mlmining,vision; verified_by=official_domain"
Oregon State University,53,Xiao Fu 0001,Electrical Engineering and Computer Science | College of Engineering,http://people.oregonstate.edu/~fuxia,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Oregon State University,53,Xiaoli Z. Fern,Electrical Engineering and Computer Science | College of Engineering,http://web.engr.oregonstate.edu/~xfern,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
University of Central Florida,53,Abhijit Mahalanobis,Home | UCF Department of Computer Science,https://www.crcv.ucf.edu/person/abhijit-mahalanobis,,faculty_page,areas=vision; verified_by=official_domain
University of Central Florida,53,Amrit Singh Bedi,Home | UCF Department of Computer Science,https://www.cecs.ucf.edu/faculty/21197,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Central Florida,53,Annie S. Wu,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~aswu,,faculty_page,areas=ai; verified_by=official_domain
University of Central Florida,53,Aritra Dutta,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/person/aritra-dutta,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Central Florida,53,Charles E. Hughes,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~ceh,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Central Florida,53,Chen Chen 0001,Home | UCF Department of Computer Science,https://www.crcv.ucf.edu/chenchen,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Central Florida,53,David Mohaisen,Home | UCF Department of Computer Science,http://cs.ucf.edu/~mohaisen,,faculty_page,areas=vision; verified_by=official_domain
University of Central Florida,53,George K. Atia,Home | UCF Department of Computer Science,http://eecs.ucf.edu/~atia,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Central Florida,53,Gita Reese Sukthankar,Home | UCF Department of Computer Science,http://www.eecs.ucf.edu/~gitars,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Central Florida,53,Greg Welch,Home | UCF Department of Computer Science,https://sreal.ucf.edu/people/welch,,faculty_page,areas=vision; verified_by=official_domain
University of Central Florida,53,Haiyan Hu,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~haihu,,faculty_page,areas=bio; verified_by=official_domain
University of Central Florida,53,Hassan Foroosh,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~foroosh,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
University of Central Florida,53,Ivan Garibay,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/~garibay,,faculty_page,"areas=mlmining,nlp; verified_by=official_domain"
University of Central Florida,53,Jialin Liu 0003,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/person/jialin-liu,,faculty_page,areas=mlmining; verified_by=official_domain
University of Central Florida,53,Jun Wang 0001,Home | UCF Department of Computer Science,http://www.cass.eecs.ucf.edu/?page_id=1249,,faculty_page,areas=ai; verified_by=official_domain
University of Central Florida,53,Kien A. Hua,Home | UCF Department of Computer Science,https://dsg.cs.ucf.edu,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Central Florida,53,Ladislau Bölöni,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~lboloni,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Central Florida,53,Liqiang Wang 0001,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~lwang/index.html,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Central Florida,53,Mubarak Shah,Home | UCF Department of Computer Science,https://www.crcv.ucf.edu/person/mubarak-shah,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
University of Central Florida,53,Nazanin Rahnavard,Home | UCF Department of Computer Science,http://cwnlab.eecs.ucf.edu,,faculty_page,"areas=ai,vision; verified_by=official_domain"
University of Central Florida,53,Niels da Vitoria Lobo,Home | UCF Department of Computer Science,https://www.crcv.ucf.edu/person/niels-lobo,,faculty_page,areas=vision; verified_by=official_domain
University of Central Florida,53,Ozlem O. Garibay,Home | UCF Department of Computer Science,https://www.cecs.ucf.edu/faculty/ozlem-ozmen-garibay,,faculty_page,"areas=bio,mlmining,nlp; verified_by=official_domain"
University of Central Florida,53,Rickard Ewetz,Home | UCF Department of Computer Science,http://www.ece.ucf.edu/~ewetz,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Central Florida,53,Roger Azevedo,Home | UCF Department of Computer Science,https://www.ist.ucf.edu/People/Roger-Azevedo,,faculty_page,areas=ai; verified_by=official_domain
University of Central Florida,53,Ser-Nam Lim,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/person/ser-nam-lim,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
University of Central Florida,53,Shahana Ibrahim,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/person/shahana-ibrahim,,faculty_page,areas=mlmining; verified_by=official_domain
University of Central Florida,53,Shaojie Zhang 0001,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~shzhang,,faculty_page,areas=bio; verified_by=official_domain
University of Central Florida,53,Shibu Yooseph,Home | UCF Department of Computer Science,http://www.cs.ucf.edu/~syooseph,,faculty_page,areas=bio; verified_by=official_domain
University of Central Florida,53,Shruti Vyas,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/person/shruti-vyas,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Central Florida,53,Song Wang 0013,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/person/songwang,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Central Florida,53,Wu Lin,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/person/wulin,,faculty_page,areas=mlmining; verified_by=official_domain
University of Central Florida,53,Yogesh S. Rawat,Home | UCF Department of Computer Science,https://www.crcv.ucf.edu/person/rawat,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Central Florida,53,Yue Wang 0068,Home | UCF Department of Computer Science,https://www.cs.ucf.edu/person/yue-wang,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Central Florida,53,Yuzhang Shang,Home | UCF Department of Computer Science,https://www.ucf.edu/expert/yuzhang-shang,,faculty_page,"areas=mlmining,nlp,vision; verified_by=official_domain"
University of Central Florida,53,Zhenyi Wang 0001,Home | UCF Department of Computer Science,https://www.ucf.edu/expert/zhenyi-wang,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
Indiana University,55,Alessandro Flammini,Computer Science,http://cnets.indiana.edu/aflammin,,faculty_page,areas=mlmining; verified_by=official_domain
Indiana University,55,Chen Yu 0001,Computer Science,https://psych.indiana.edu/directory/faculty/yu-chen.html,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Indiana University,55,Chenghong Wang,Computer Science,https://luddy.indiana.edu/contact/profile/index.html?Chenghong_Wang,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
Indiana University,55,Christopher Raphael,Computer Science,https://www.soic.indiana.edu/all-people/profile.html?profile_id=279,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Indiana University,55,Da Yan 0001,Computer Science,https://homes.luddy.indiana.edu/yanda/home.html,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Indiana University,55,David B. Leake,Computer Science,https://www.cs.indiana.edu/~leake,,faculty_page,areas=ai; verified_by=official_domain
Indiana University,55,David Crandall,Computer Science,http://www.cs.indiana.edu/~djcran,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Indiana University,55,Eleftherios Garyfallidis,Computer Science,https://grg.sice.indiana.edu,,faculty_page,"areas=mlmining,vision; verified_by=official_domain"
Indiana University,55,Fan Chen 0001,Computer Science,https://homes.luddy.indiana.edu/fc7,,faculty_page,areas=mlmining; verified_by=official_domain
Indiana University,55,Fengguang Song,Computer Science,https://engineering.indiana.edu/contact/profile/index.html?Fengguang_Song,,faculty_page,areas=mlmining; verified_by=official_domain
Indiana University,55,Filippo Menczer,Computer Science,http://cnets.indiana.edu/fil,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Indiana University,55,Funda Ergün,Computer Science,http://homes.soic.indiana.edu/fergun,,faculty_page,areas=bio; verified_by=official_domain
Indiana University,55,Haewoon Kwak,Computer Science,https://luddy.indiana.edu/contact/profile/index.html?Haewoon_Kwak,,faculty_page,areas=nlp; verified_by=official_domain
Indiana University,55,Haixu Tang,Computer Science,http://www.informatics.indiana.edu/hatang,,faculty_page,"areas=bio,nlp; verified_by=official_domain"
Indiana University,55,Lantao Liu,Computer Science,http://homes.sice.indiana.edu/lantao,,faculty_page,areas=mlmining; verified_by=official_domain
Indiana University,55,Lei Jiang 0001,Computer Science,http://homes.sice.indiana.edu/jiang60,,faculty_page,"areas=mlmining,nlp,vision; verified_by=official_domain"
Indiana University,55,Matthew W. Hahn,Computer Science,https://hahnlab.sitehost.iu.edu,https://hahnlab.sitehost.iu.edu,lab_page,areas=bio; verified_by=lab_page+school_name_on_page
Indiana University,55,Mohsen Heidari,Computer Science,https://luddy.indiana.edu/contact/profile/index.html?Mohsen_Heidari,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Indiana University,55,Prateek Sharma,Computer Science,http://homes.sice.indiana.edu/prateeks,,faculty_page,areas=mlmining; verified_by=official_domain
Indiana University,55,Qin Zhang 0001,Computer Science,http://homes.soic.indiana.edu/qzhangcs,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Indiana University,55,Roni Khardon,Computer Science,http://homes.sice.indiana.edu/rkhardon,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Indiana University,55,Samantha M. W. Wood,Computer Science,https://luddy.indiana.edu/contact/profile/index.html?Samantha_Wood,,faculty_page,areas=mlmining; verified_by=official_domain
Indiana University,55,Sandra Kübler,Computer Science,https://cl.indiana.edu/~skuebler,,faculty_page,areas=nlp; verified_by=official_domain
Indiana University,55,Saúl A. Blanco,Computer Science,https://luddy.indiana.edu/contact/profile/?Saul_Blanco,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Indiana University,55,Xuhong Zhang 0001,Computer Science,https://luddy.indiana.edu/contact/profile/?Xuhong_Zhang,,faculty_page,areas=nlp; verified_by=official_domain
Indiana University,55,Yuzhen Ye,Computer Science,http://mendel.informatics.indiana.edu/~yye/lab,,faculty_page,areas=bio; verified_by=official_domain
Indiana University,55,Zoran Tiganj,Computer Science,https://homes.luddy.indiana.edu/ztiganj,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Texas at Dallas,55,Benjamin Raichel,UT Dallas SSO Login,http://www.utdallas.edu/~bar150630,,faculty_page,areas=mlmining; verified_by=official_domain
University of Texas at Dallas,55,Bhavani Thuraisingham,UT Dallas SSO Login,http://www.utdallas.edu/~bhavani.thuraisingham,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Texas at Dallas,55,Dan I. Moldovan,UT Dallas SSO Login,http://cs.utdallas.edu/people/faculty/moldovan-dan,,faculty_page,"areas=ai,nlp; verified_by=official_domain"
University of Texas at Dallas,55,Ding-Zhu Du,UT Dallas SSO Login,http://www.utdallas.edu/~dxd056000,,faculty_page,areas=mlmining; verified_by=official_domain
University of Texas at Dallas,55,Farokh B. Bastani,UT Dallas SSO Login,https://www.utdallas.edu/~bastani,,faculty_page,areas=ai; verified_by=official_domain
University of Texas at Dallas,55,Feng Chen 0001,UT Dallas SSO Login,https://personal.utdallas.edu/~fxc190007,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Texas at Dallas,55,Gopal Gupta 0001,UT Dallas SSO Login,http://www.utdallas.edu/~gupta,,faculty_page,areas=ai; verified_by=official_domain
University of Texas at Dallas,55,Haim Schweitzer,UT Dallas SSO Login,http://www.utdallas.edu/~haim,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Texas at Dallas,55,I-Ling Yen,UT Dallas SSO Login,http://www.utdallas.edu/~ilyen,,faculty_page,areas=ai; verified_by=official_domain
University of Texas at Dallas,55,Jessica Ouyang 0001,UT Dallas SSO Login,https://personal.utdallas.edu/~jessica.ouyang,,faculty_page,areas=nlp; verified_by=official_domain
University of Texas at Dallas,55,Latifur Khan,UT Dallas SSO Login,https://www.utdallas.edu/~lkhan,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Texas at Dallas,55,Nicholas Ruozzi,UT Dallas SSO Login,http://cs.utdallas.edu/people/faculty/nicholas-ruozzi,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Texas at Dallas,55,Sanda M. Harabagiu,UT Dallas SSO Login,http://www.utdallas.edu/~sanda,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Texas at Dallas,55,Soneya Binta Hossain,UT Dallas SSO Login,https://assert-lab.github.io,https://assert-lab.github.io,lab_page,areas=mlmining; verified_by=lab_page+school_name_on_page
University of Texas at Dallas,55,Sriraam Natarajan,UT Dallas SSO Login,http://utdallas.edu/~sxn177430,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
University of Texas at Dallas,55,Tien N. Nguyen,UT Dallas SSO Login,http://www.utdallas.edu/~tien.n.nguyen,,faculty_page,areas=nlp; verified_by=official_domain
University of Texas at Dallas,55,Vibhav Gogate,UT Dallas SSO Login,https://personal.utdallas.edu/~vibhav.gogate/index.html,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
University of Texas at Dallas,55,Vincent Ng 0001,UT Dallas SSO Login,http://www.hlt.utdallas.edu/~vince,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
University of Texas at Dallas,55,Weili Wu 0001,UT Dallas SSO Login,http://www.utdallas.edu/~weiliwu,,faculty_page,areas=mlmining; verified_by=official_domain
University of Texas at Dallas,55,Xiaohu Guo,UT Dallas SSO Login,https://www.utdallas.edu/~xxg061000,,faculty_page,"areas=ai,vision; verified_by=official_domain"
Rochester Inst. of Technology,57,Andrew Meneely,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,http://www.se.rit.edu/~andy,,faculty_page,areas=nlp; verified_by=official_domain
Rochester Inst. of Technology,57,Anne R. Haake,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/gccis/anne-haake,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Rochester Inst. of Technology,57,Ashiqur R. KhudaBukhsh,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/axkvse-ashique-khudabukhsh,,faculty_page,"areas=ai,nlp; verified_by=official_domain"
Rochester Inst. of Technology,57,Bartosz Krawczyk,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/bxkcis-bartosz-krawczyk,,faculty_page,areas=ai; verified_by=official_domain
Rochester Inst. of Technology,57,Christopher Homan,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~cmh,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Rochester Inst. of Technology,57,Edith Hemaspaandra,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~eh,,faculty_page,areas=ai; verified_by=official_domain
Rochester Inst. of Technology,57,Ivona Bezáková,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~ib,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Rochester Inst. of Technology,57,Jessica D. Bayliss,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/gccis/igm/jessica-bayliss,,faculty_page,areas=mlmining; verified_by=official_domain
Rochester Inst. of Technology,57,Linwei Wang,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/gccis/linwei-wang,,faculty_page,"areas=mlmining,nlp,vision; verified_by=official_domain"
Rochester Inst. of Technology,57,M. Mustafa Rafique,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://cs.rit.edu/~mrafique,,faculty_page,areas=nlp; verified_by=official_domain
Rochester Inst. of Technology,57,Matt Huenerfauth,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,http://huenerfauth.ist.rit.edu,,faculty_page,areas=nlp; verified_by=official_domain
Rochester Inst. of Technology,57,Mohan Kumar,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~mjk,,faculty_page,areas=mlmining; verified_by=official_domain
Rochester Inst. of Technology,57,Nathan D. Cahill,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://people.rit.edu/ndcsma,,faculty_page,areas=vision; verified_by=official_domain
Rochester Inst. of Technology,57,Peizhao Hu,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~ph,,faculty_page,areas=nlp; verified_by=official_domain
Rochester Inst. of Technology,57,Pengcheng Shi,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/gccis/pengcheng-shi,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Rochester Inst. of Technology,57,Pengfei Li,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://people.rit.edu/pflics,,faculty_page,"areas=ai,nlp,vision; verified_by=official_domain"
Rochester Inst. of Technology,57,Qi Yu 0001,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/mining/qi-yu,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Rochester Inst. of Technology,57,Richard Zanibbi,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~rlaz,,faculty_page,areas=vision; verified_by=official_domain
Rochester Inst. of Technology,57,Roshan Lalintha Peiris,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/rxpics-roshan-peiris,,faculty_page,areas=ai; verified_by=official_domain
Rochester Inst. of Technology,57,Rui Li 0002,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/rxlics-rui-li,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Rochester Inst. of Technology,57,Varsha Dani,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/vxdvcs-varsha-dani,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Rochester Inst. of Technology,57,Weijie Zhao 0001,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/~wjz,,faculty_page,"areas=ai,mlmining,nlp,vision; verified_by=official_domain"
Rochester Inst. of Technology,57,Xumin Liu,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.cs.rit.edu/people/faculty/xl,,faculty_page,areas=mlmining; verified_by=official_domain
Rochester Inst. of Technology,57,Yangming Li,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://people.rit.edu/ymliee,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Rochester Inst. of Technology,57,Yiqin Zhao,Department of Computer Science | Golisano College of Computing and Information Sciences | RIT,https://www.rit.edu/directory/yzigm-yiqin-zhao,,faculty_page,areas=vision; verified_by=official_domain
Washington University in St. Louis,58,Aaron F. Bobick,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Aaron-Bobick.html,,faculty_page,"areas=ai,vision; verified_by=official_domain"
Washington University in St. Louis,58,Chongjie Zhang,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Chongjie-Zhang.html,,faculty_page,"areas=ai,mlmining,nlp; verified_by=official_domain"
Washington University in St. Louis,58,Fuhai Li 0001,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Fuhai-Li.html,,faculty_page,"areas=bio,mlmining; verified_by=official_domain"
Washington University in St. Louis,58,Gregory Kehne,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Gregory-Kehne.html,,faculty_page,"areas=ai,mlmining; verified_by=official_domain"
Washington University in St. Louis,58,Jiaxin Huang 0001,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Jiaxin-Huang.html,,faculty_page,"areas=mlmining,nlp; verified_by=official_domain"
Washington University in St. Louis,58,Nathan Jacobs,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Nathan-Jacobs.html,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
Washington University in St. Louis,58,Netanel Raviv,Home | WashU Computer Science & Engineering,https://sites.wustl.edu/ravivlab,https://sites.wustl.edu/ravivlab,lab_page,areas=mlmining; verified_by=lab_page+school_name_on_page
Washington University in St. Louis,58,Qinghua Liu,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Qinghua-Liu.html,,faculty_page,"areas=bio,mlmining; verified_by=official_domain"
Washington University in St. Louis,58,Ulugbek Kamilov,Home | WashU Computer Science & Engineering,https://cigroup.wustl.edu,https://cigroup.wustl.edu,lab_page,"areas=mlmining,vision; verified_by=lab_page+school_name_on_page"
Washington University in St. Louis,58,Yixin Chen 0001,Home | WashU Computer Science & Engineering,https://engineering.washu.edu/faculty/Yixin-Chen.html,,faculty_page,"areas=ai,mlmining,vision; verified_by=official_domain"
University of Florida,59,Alin Dobra,Department of Computer & Information Science & Engineering,http://www.cise.ufl.edu/~adobra,,faculty_page,"areas=bio,mlmining; verified_by=official_domain"
University of Florida,59,Alina Zare,Department of Computer & Information Science & Engineering,https://faculty.eng.ufl.edu/machine-learning/people/faculty,,faculty_page,areas=mlmining; verified_by=official_domain
